Date	Kind of Business	NAICS  Code	Number of Records	Value
8/1/2004 	Used merchandise stores	4533	1	748
8/1/2004 	Nonstore retailers	454	1	18079
8/1/2004 	Electronic shopping and mail-order houses	4541	1	12540
8/1/2004 	Fuel dealers	45431	1	1904
8/1/2004 	Food services and drinking places	722	1	32184
8/1/2004 	Full service restaurants	7221	1	14264
8/1/2004 	 Limited service eating places	7222	1	13812
8/1/2004 	Drinking places	7224	1	1498
9/1/2004 	 Retail and food services sales total		1	313566
9/1/2004 	GAFO(1)		1	76983
9/1/2004 	Retail sales and food services excl motor vehicle and parts		1	239986
9/1/2004 	Retail sales total		1	283016
9/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	209436
9/1/2004 	Motor vehicle and parts dealers	441	1	73580
9/1/2004 	Automobile dealers	4411	1	63519
9/1/2004 	Automobile and other motor vehicle dealers	44114412	1	68038
9/1/2004 	New car dealers	44111	1	57973
9/1/2004 	Used car dealers	44112	1	5546
9/1/2004 	Automotive parts acc. and tire stores	4413	1	5542
9/1/2004 	Furniture and home furnishings stores	442	1	8441
9/1/2004 	Furniture home furn electronics and appliance stores	442443	1	15733
9/1/2004 	Furniture stores	4421	1	4525
9/1/2004 	Home furnishings stores	4422	1	3916
9/1/2004 	Floor covering stores	44221	1	1851
9/1/2004 	All other home furnishings stores	442299	1	1956
9/1/2004 	Electronics and appliance stores	443	1	7292
9/1/2004 	Appl.TV and other elect. stores	44311	1	5475
9/1/2004 	Household appliance stores	443111	1	1250
9/1/2004 	 Radio T.V. and other elect. stores	443112	1	4225
9/1/2004 	 Computer and software stores	44312	1	1550
9/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	25136
9/1/2004 	Building mat. and supplies dealers	4441	1	22852
9/1/2004 	Paint and wallpaper stores	44412	1	758
9/1/2004 	 Hardware stores	44413	1	1535
9/1/2004 	Food and beverage stores	445	1	40270
9/1/2004 	Grocery stores	4451	1	36360
9/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	34442
9/1/2004 	Beer wine and liquor stores	4453	1	2618
9/1/2004 	Health and personal care stores	446	1	15986
9/1/2004 	Pharmacies and drug stores	44611	1	13632
9/1/2004 	Gasoline stations	447	1	27351
9/1/2004 	Clothing and clothing access. stores	448	1	14224
9/1/2004 	Clothing stores	4481	1	10579
9/1/2004 	 Men's clothing stores	44811	1	634
9/1/2004 	Women's clothing stores	44812	1	2774
9/1/2004 	Family clothing stores	44814	1	5494
9/1/2004 	Other clothing stores	44819	1	761
9/1/2004 	Shoe stores	4482	1	1796
9/1/2004 	Jewelry stores	44831	1	1732
9/1/2004 	Sporting goods hobby book and music stores	451	1	6230
9/1/2004 	 Sporting goods stores	45111	1	2216
9/1/2004 	 Hobby toy and game stores	45112	1	1051
9/1/2004 	Book stores	451211	1	1561
9/1/2004 	General merchandise stores	452	1	37587
9/1/2004 	Department stores (excl.L.D)	4521	1	15985
9/1/2004 	Department stores (incl. L.D.)(2)	4521	1	16396
9/1/2004 	Department stores(excl. discount department stores)	452111	1	6335
9/1/2004 	Department stores(excl. discount department stores)	452111	1	6533
9/1/2004 	Discount dept. stores	452112	1	9650
9/1/2004 	Discount dept. stores	452112	1	9863
9/1/2004 	Other general merchandise stores	4529	1	21602
9/1/2004 	Warehouse clubs and superstores	45291	1	18671
9/1/2004 	All other gen. merchandise stores	45299	1	2931
9/1/2004 	Miscellaneous store retailers	453	1	8392
9/1/2004 	Office supplies stationery and gift stores	4532	1	3209
9/1/2004 	Office supplies and stationery stores	45321	1	1934
9/1/2004 	Gift novelty and souvenir stores	45322	1	1275
9/1/2004 	Used merchandise stores	4533	1	797
9/1/2004 	Nonstore retailers	454	1	18527
9/1/2004 	Electronic shopping and mail-order houses	4541	1	12412
9/1/2004 	Fuel dealers	45431	1	2008
9/1/2004 	Food services and drinking places	722	1	30550
9/1/2004 	Full service restaurants	7221	1	13386
9/1/2004 	 Limited service eating places	7222	1	12793
9/1/2004 	Drinking places	7224	1	1458
10/1/2004 	 Retail and food services sales total		1	319768
10/1/2004 	GAFO(1)		1	81849
10/1/2004 	Retail sales and food services excl motor vehicle and parts		1	251023
10/1/2004 	Retail sales total		1	287510
10/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	218765
10/1/2004 	Motor vehicle and parts dealers	441	1	68745
10/1/2004 	Automobile dealers	4411	1	58913
10/1/2004 	Automobile and other motor vehicle dealers	44114412	1	63129
10/1/2004 	New car dealers	44111	1	53128
10/1/2004 	Used car dealers	44112	1	5785
10/1/2004 	Automotive parts acc. and tire stores	4413	1	5616
10/1/2004 	Furniture and home furnishings stores	442	1	8718
10/1/2004 	Furniture home furn electronics and appliance stores	442443	1	15991
10/1/2004 	Furniture stores	4421	1	4683
10/1/2004 	Home furnishings stores	4422	1	4035
10/1/2004 	Floor covering stores	44221	1	1860
10/1/2004 	All other home furnishings stores	442299	1	2051
10/1/2004 	Electronics and appliance stores	443	1	7273
10/1/2004 	Appl.TV and other elect. stores	44311	1	5533
10/1/2004 	Household appliance stores	443111	1	1278
10/1/2004 	 Radio T.V. and other elect. stores	443112	1	4255
10/1/2004 	 Computer and software stores	44312	1	1482
10/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	24833
10/1/2004 	Building mat. and supplies dealers	4441	1	22415
10/1/2004 	Paint and wallpaper stores	44412	1	755
10/1/2004 	 Hardware stores	44413	1	1496
10/1/2004 	Food and beverage stores	445	1	41050
10/1/2004 	Grocery stores	4451	1	37004
10/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	35064
10/1/2004 	Beer wine and liquor stores	4453	1	2727
10/1/2004 	Health and personal care stores	446	1	16421
10/1/2004 	Pharmacies and drug stores	44611	1	14055
10/1/2004 	Gasoline stations	447	1	29544
10/1/2004 	Clothing and clothing access. stores	448	1	15570
10/1/2004 	Clothing stores	4481	1	11695
10/1/2004 	 Men's clothing stores	44811	1	727
10/1/2004 	Women's clothing stores	44812	1	2990
10/1/2004 	Family clothing stores	44814	1	6230
10/1/2004 	Other clothing stores	44819	1	787
10/1/2004 	Shoe stores	4482	1	1902
10/1/2004 	Jewelry stores	44831	1	1852
10/1/2004 	Sporting goods hobby book and music stores	451	1	5900
10/1/2004 	 Sporting goods stores	45111	1	2103
10/1/2004 	 Hobby toy and game stores	45112	1	1311
10/1/2004 	Book stores	451211	1	1069
10/1/2004 	General merchandise stores	452	1	41192
10/1/2004 	Department stores (excl.L.D)	4521	1	17446
10/1/2004 	Department stores (incl. L.D.)(2)	4521	1	17896
10/1/2004 	Department stores(excl. discount department stores)	452111	1	6643
10/1/2004 	Department stores(excl. discount department stores)	452111	1	6854
10/1/2004 	Discount dept. stores	452112	1	10803
10/1/2004 	Discount dept. stores	452112	1	11042
10/1/2004 	Other general merchandise stores	4529	1	23746
10/1/2004 	Warehouse clubs and superstores	45291	1	20533
10/1/2004 	All other gen. merchandise stores	45299	1	3213
10/1/2004 	Miscellaneous store retailers	453	1	8592
10/1/2004 	Office supplies stationery and gift stores	4532	1	3196
10/1/2004 	Office supplies and stationery stores	45321	1	1673
10/1/2004 	Gift novelty and souvenir stores	45322	1	1523
10/1/2004 	Used merchandise stores	4533	1	832
10/1/2004 	Nonstore retailers	454	1	19672
10/1/2004 	Electronic shopping and mail-order houses	4541	1	13030
10/1/2004 	Fuel dealers	45431	1	2498
10/1/2004 	Food services and drinking places	722	1	32258
10/1/2004 	Full service restaurants	7221	1	14054
10/1/2004 	 Limited service eating places	7222	1	13463
10/1/2004 	Drinking places	7224	1	1520
11/1/2004 	 Retail and food services sales total		1	324315
11/1/2004 	GAFO(1)		1	92690
11/1/2004 	Retail sales and food services excl motor vehicle and parts		1	259094
11/1/2004 	Retail sales total		1	294334
11/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	229113
11/1/2004 	Motor vehicle and parts dealers	441	1	65221
11/1/2004 	Automobile dealers	4411	1	56199
11/1/2004 	Automobile and other motor vehicle dealers	44114412	1	59803
11/1/2004 	New car dealers	44111	1	50718
11/1/2004 	Used car dealers	44112	1	5481
11/1/2004 	Automotive parts acc. and tire stores	4413	1	5418
11/1/2004 	Furniture and home furnishings stores	442	1	9594
11/1/2004 	Furniture home furn electronics and appliance stores	442443	1	18527
11/1/2004 	Furniture stores	4421	1	5012
11/1/2004 	Home furnishings stores	4422	1	4582
11/1/2004 	Floor covering stores	44221	1	1828
11/1/2004 	All other home furnishings stores	442299	1	2623
11/1/2004 	Electronics and appliance stores	443	1	8933
11/1/2004 	Appl.TV and other elect. stores	44311	1	7025
11/1/2004 	Household appliance stores	443111	1	1412
11/1/2004 	 Radio T.V. and other elect. stores	443112	1	5613
11/1/2004 	 Computer and software stores	44312	1	1608
11/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	24035
11/1/2004 	Building mat. and supplies dealers	4441	1	21872
11/1/2004 	Paint and wallpaper stores	44412	1	695
11/1/2004 	 Hardware stores	44413	1	1489
11/1/2004 	Food and beverage stores	445	1	41018
11/1/2004 	Grocery stores	4451	1	36876
11/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	35117
11/1/2004 	Beer wine and liquor stores	4453	1	2763
11/1/2004 	Health and personal care stores	446	1	16460
11/1/2004 	Pharmacies and drug stores	44611	1	14017
11/1/2004 	Gasoline stations	447	1	27676
11/1/2004 	Clothing and clothing access. stores	448	1	17230
11/1/2004 	Clothing stores	4481	1	12823
11/1/2004 	 Men's clothing stores	44811	1	809
11/1/2004 	Women's clothing stores	44812	1	3090
11/1/2004 	Family clothing stores	44814	1	7116
11/1/2004 	Other clothing stores	44819	1	817
11/1/2004 	Shoe stores	4482	1	1870
11/1/2004 	Jewelry stores	44831	1	2409
11/1/2004 	Sporting goods hobby book and music stores	451	1	7197
11/1/2004 	 Sporting goods stores	45111	1	2306
11/1/2004 	 Hobby toy and game stores	45112	1	2187
11/1/2004 	Book stores	451211	1	1089
11/1/2004 	General merchandise stores	452	1	46366
11/1/2004 	Department stores (excl.L.D)	4521	1	20724
11/1/2004 	Department stores (incl. L.D.)(2)	4521	1	21258
11/1/2004 	Department stores(excl. discount department stores)	452111	1	8280
11/1/2004 	Department stores(excl. discount department stores)	452111	1	8556
11/1/2004 	Discount dept. stores	452112	1	12444
11/1/2004 	Discount dept. stores	452112	1	12702
11/1/2004 	Other general merchandise stores	4529	1	25642
11/1/2004 	Warehouse clubs and superstores	45291	1	21999
11/1/2004 	All other gen. merchandise stores	45299	1	3643
11/1/2004 	Miscellaneous store retailers	453	1	9005
11/1/2004 	Office supplies stationery and gift stores	4532	1	3370
11/1/2004 	Office supplies and stationery stores	45321	1	1709
11/1/2004 	Gift novelty and souvenir stores	45322	1	1661
11/1/2004 	Used merchandise stores	4533	1	838
11/1/2004 	Nonstore retailers	454	1	21599
11/1/2004 	Electronic shopping and mail-order houses	4541	1	14604
11/1/2004 	Fuel dealers	45431	1	2892
11/1/2004 	Food services and drinking places	722	1	29981
11/1/2004 	Full service restaurants	7221	1	13133
11/1/2004 	 Limited service eating places	7222	1	12696
11/1/2004 	Drinking places	7224	1	1402
12/1/2004 	 Retail and food services sales total		1	387243
12/1/2004 	GAFO(1)		1	133835
12/1/2004 	Retail sales and food services excl motor vehicle and parts		1	314767
12/1/2004 	Retail sales total		1	354715
12/1/2004 	Retail sales total (excl. motor vehicle and parts dealers)		1	282239
12/1/2004 	Motor vehicle and parts dealers	441	1	72476
12/1/2004 	Automobile dealers	4411	1	62718
12/1/2004 	Automobile and other motor vehicle dealers	44114412	1	66928
12/1/2004 	New car dealers	44111	1	57370
12/1/2004 	Used car dealers	44112	1	5348
12/1/2004 	Automotive parts acc. and tire stores	4413	1	5548
12/1/2004 	Furniture and home furnishings stores	442	1	10917
12/1/2004 	Furniture home furn electronics and appliance stores	442443	1	24123
12/1/2004 	Furniture stores	4421	1	5321
12/1/2004 	Home furnishings stores	4422	1	5596
12/1/2004 	Floor covering stores	44221	1	1755
12/1/2004 	All other home furnishings stores	442299	1	3687
12/1/2004 	Electronics and appliance stores	443	1	13206
12/1/2004 	Appl.TV and other elect. stores	44311	1	10578
12/1/2004 	Household appliance stores	443111	1	1641
12/1/2004 	 Radio T.V. and other elect. stores	443112	1	8937
12/1/2004 	 Computer and software stores	44312	1	2097
12/1/2004 	Building mat. and garden equip. and supplies dealers	444	1	23330
12/1/2004 	Building mat. and supplies dealers	4441	1	21120
12/1/2004 	Paint and wallpaper stores	44412	1	646
12/1/2004 	 Hardware stores	44413	1	1591
12/1/2004 	Food and beverage stores	445	1	45925
12/1/2004 	Grocery stores	4451	1	40080
12/1/2004 	Supermarkets and other grocery (except convenience) stores	44511	1	38249
12/1/2004 	Beer wine and liquor stores	4453	1	3801
12/1/2004 	Health and personal care stores	446	1	19127
12/1/2004 	Pharmacies and drug stores	44611	1	16149
12/1/2004 	Gasoline stations	447	1	27303
12/1/2004 	Clothing and clothing access. stores	448	1	28406
12/1/2004 	Clothing stores	4481	1	18940
12/1/2004 	 Men's clothing stores	44811	1	1261
12/1/2004 	Women's clothing stores	44812	1	4472
12/1/2004 	Family clothing stores	44814	1	10543
12/1/2004 	Other clothing stores	44819	1	1336
12/1/2004 	Shoe stores	4482	1	2689
12/1/2004 	Jewelry stores	44831	1	6517
12/1/2004 	Sporting goods hobby book and music stores	451	1	11764
12/1/2004 	 Sporting goods stores	45111	1	3748
12/1/2004 	 Hobby toy and game stores	45112	1	3451
12/1/2004 	Book stores	451211	1	2200
12/1/2004 	General merchandise stores	452	1	64586
12/1/2004 	Department stores (excl.L.D)	4521	1	31783
12/1/2004 	Department stores (incl. L.D.)(2)	4521	1	32593
12/1/2004 	Department stores(excl. discount department stores)	452111	1	13977
12/1/2004 	Department stores(excl. discount department stores)	452111	1	14421
12/1/2004 	Discount dept. stores	452112	1	17806
12/1/2004 	Discount dept. stores	452112	1	18172
12/1/2004 	Other general merchandise stores	4529	1	32803
12/1/2004 	Warehouse clubs and superstores	45291	1	27643
12/1/2004 	All other gen. merchandise stores	45299	1	5160
12/1/2004 	Miscellaneous store retailers	453	1	11186
12/1/2004 	Office supplies stationery and gift stores	4532	1	4956
12/1/2004 	Office supplies and stationery stores	45321	1	2200
12/1/2004 	Gift novelty and souvenir stores	45322	1	2756
12/1/2004 	Used merchandise stores	4533	1	880
12/1/2004 	Nonstore retailers	454	1	26489
12/1/2004 	Electronic shopping and mail-order houses	4541	1	18470
12/1/2004 	Fuel dealers	45431	1	3770
12/1/2004 	Food services and drinking places	722	1	32528
12/1/2004 	Full service restaurants	7221	1	14479
12/1/2004 	 Limited service eating places	7222	1	13842
12/1/2004 	Drinking places	7224	1	1441
1/1/2005 	 Retail and food services sales total		1	293308
1/1/2005 	GAFO(1)		1	73010
1/1/2005 	Retail sales and food services excl motor vehicle and parts		1	231372
1/1/2005 	Retail sales total		1	263516
1/1/2005 	Retail sales total (excl. motor vehicle and parts dealers)		1	201580
1/1/2005 	Motor vehicle and parts dealers	441	1	61936
1/1/2005 	Automobile dealers	4411	1	53509
1/1/2005 	Automobile and other motor vehicle dealers	44114412	1	56755
1/1/2005 	New car dealers	44111	1	47706
1/1/2005 	Used car dealers	44112	1	5803
1/1/2005 	Automotive parts acc. and tire stores	4413	1	5181
1/1/2005 	Furniture and home furnishings stores	442	1	7908
1/1/2005 	Furniture home furn electronics and appliance stores	442443	1	15489
1/1/2005 	Furniture stores	4421	1	4444
1/1/2005 	Home furnishings stores	4422	1	3464
1/1/2005 	Floor covering stores	44221	1	1545
1/1/2005 	All other home furnishings stores	442299	1	1804
1/1/2005 	Electronics and appliance stores	443	1	7581
1/1/2005 	Appl.TV and other elect. stores	44311	1	5918
1/1/2005 	Household appliance stores	443111	1	1217
1/1/2005 	 Radio T.V. and other elect. stores	443112	1	4701
1/1/2005 	 Computer and software stores	44312	1	1440
1/1/2005 	Building mat. and garden equip. and supplies dealers	444	1	20056
1/1/2005 	Building mat. and supplies dealers	4441	1	18474
1/1/2005 	Paint and wallpaper stores	44412	1	611
1/1/2005 	 Hardware stores	44413	1	1247
1/1/2005 	Food and beverage stores	445	1	40592
1/1/2005 	Grocery stores	4451	1	37176
1/1/2005 	Supermarkets and other grocery (except convenience) stores	44511	1	35458
1/1/2005 	Beer wine and liquor stores	4453	1	2219
1/1/2005 	Health and personal care stores	446	1	16859
1/1/2005 	Pharmacies and drug stores	44611	1	14416
1/1/2005 	Gasoline stations	447	1	25566
1/1/2005 	Clothing and clothing access. stores	448	1	12046
1/1/2005 	Clothing stores	4481	1	8932
1/1/2005 	 Men's clothing stores	44811	1	575
1/1/2005 	Women's clothing stores	44812	1	2338
1/1/2005 	Family clothing stores	44814	1	4425
1/1/2005 	Other clothing stores	44819	1	808
1/1/2005 	Shoe stores	4482	1	1539
1/1/2005 	Jewelry stores	44831	1	1469
1/1/2005 	Sporting goods hobby book and music stores	451	1	6270
1/1/2005 	 Sporting goods stores	45111	1	1956
1/1/2005 	 Hobby toy and game stores	45112	1	950
1/1/2005 	Book stores	451211	1	2076
1/1/2005 	General merchandise stores	452	1	36247
1/1/2005 	Department stores (excl.L.D)	4521	1	14218
1/1/2005 	Department stores (incl. L.D.)(2)	4521	1	14581
1/1/2005 	Department stores(excl. discount department stores)	452111	1	5217
1/1/2005 	Department stores(excl. discount department stores)	452111	1	5391
1/1/2005 	Discount dept. stores	452112	1	9001
1/1/2005 	Discount dept. stores	452112	1	9190
1/1/2005 	Other general merchandise stores	4529	1	22029
1/1/2005 	Warehouse clubs and superstores	45291	1	19398
1/1/2005 	All other gen. merchandise stores	45299	1	2631
1/1/2005 	Miscellaneous store retailers	453	1	7863
1/1/2005 	Office supplies stationery and gift stores	4532	1	2958
